Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BasketballScores.csproj,File,App_Code\Database.cs,271,16,T:System.Data.SqlClient.SqlParameter,,,,,"cmd.Parameters.AddWithValue(""@gid"", s.GameId);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BasketballScores.csproj,File,App_Code\Database.cs,271,16,"M:System.Data.SqlClient.SqlParameterCollection.AddWithValue(System.String,System.Object)",,,,,"cmd.Parameters.AddWithValue(""@gid"", s.GameId);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BasketballScores.csproj,File,App_Code\Database.cs,259,16,T:System.Data.SqlClient.SqlCommand,,,,,"var cmd = new SqlCommand(@""                      MERGE PlayerGameStats AS target                      USING (VALUES (@gid, @pid, @pts, @err, @ast, @reb, @min))                          AS source (GameId, PlayerId, Points, Errors, Assists, Rebounds, MinutesPlayed)                      ON target.GameId = source.GameId AND target.PlayerId = source.PlayerId                      WHEN MATCHED THEN                          UPDATE SET Points=source.Points, Errors=source.Errors, Assists=source.Assists,                                     Rebounds=source.Rebounds, MinutesPlayed=source.MinutesPlayed                      WHEN NOT MATCHED THEN                          INSERT (GameId, PlayerId, Points, Errors, Assists, Rebounds, MinutesPlayed)                          VALUES (source.GameId, source.PlayerId, source.Points, source.Errors,                                  source.Assists, source.Rebounds, source.MinutesPlayed);"", conn);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BasketballScores.csproj,File,App_Code\Database.cs,259,16,"M:System.Data.SqlClient.SqlCommand.#ctor(System.String,System.Data.SqlClient.SqlConnection)",,,,,"var cmd = new SqlCommand(@""                      MERGE PlayerGameStats AS target                      USING (VALUES (@gid, @pid, @pts, @err, @ast, @reb, @min))                          AS source (GameId, PlayerId, Points, Errors, Assists, Rebounds, MinutesPlayed)                      ON target.GameId = source.GameId AND target.PlayerId = source.PlayerId                      WHEN MATCHED THEN                          UPDATE SET Points=source.Points, Errors=source.Errors, Assists=source.Assists,                                     Rebounds=source.Rebounds, MinutesPlayed=source.MinutesPlayed                      WHEN NOT MATCHED THEN                          INSERT (GameId, PlayerId, Points, Errors, Assists, Rebounds, MinutesPlayed)                          VALUES (source.GameId, source.PlayerId, source.Points, source.Errors,                                  source.Assists, source.Rebounds, source.MinutesPlayed);"", conn);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BasketballScores.csproj,File,App_Code\Database.cs,258,16,M:System.Data.SqlClient.SqlConnection.Open,,,,,conn.Open();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BasketballScores.csproj,File,App_Code\Database.cs,256,12,T:System.Data.SqlClient.SqlConnection,,,,,"using (var conn = GetConnection())              {                  conn.Open();                  var cmd = new SqlCommand(@""                      MERGE PlayerGameStats AS target                      USING (VALUES (@gid, @pid, @pts, @err, @ast, @reb, @min))                          AS source (GameId, PlayerId, Points, Errors, Assists, Rebounds, MinutesPlayed)                      ON target.GameId = source.GameId AND target.PlayerId = source.PlayerId                      WHEN MATCHED THEN                          UPDATE SET Points=source.Points, Errors=source.Errors, Assists=source.Assists,                                     Rebounds=source.Rebounds, MinutesPlayed=source.MinutesPlayed                      WHEN NOT MATCHED THEN                          INSERT (GameId, PlayerId, Points, Errors, Assists, Rebounds, MinutesPlayed)                          VALUES (source.GameId, source.PlayerId, source.Points, source.Errors,                                  source.Assists, source.Rebounds, source.MinutesPlayed);"", conn);                  cmd.Parameters.AddWithValue(""@gid"", s.GameId);                  cmd.Parameters.AddWithValue(""@pid"", s.PlayerId);                  cmd.Parameters.AddWithValue(""@pts"", s.Points);                  cmd.Parameters.AddWithValue(""@err"", s.Errors);                  cmd.Parameters.AddWithValue(""@ast"", s.Assists);                  cmd.Parameters.AddWithValue(""@reb"", s.Rebounds);                  cmd.Parameters.AddWithValue(""@min"", s.MinutesPlayed);                  cmd.ExecuteNonQuery();              }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BasketballScores.csproj,File,App_Code\Database.cs,248,20,M:System.Data.SqlClient.SqlDataReader.Read,,,,,while (r.Read())                          list.Add(MapStat(r));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BasketballScores.csproj,File,App_Code\Database.cs,247,16,T:System.Data.SqlClient.SqlDataReader,,,,,using (var r = cmd.ExecuteReader())                      while (r.Read())                          list.Add(MapStat(r));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BasketballScores.csproj,File,App_Code\Database.cs,247,16,M:System.Data.SqlClient.SqlCommand.ExecuteReader,,,,,using (var r = cmd.ExecuteReader())                      while (r.Read())                          list.Add(MapStat(r));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BasketballScores.csproj,File,App_Code\Database.cs,246,16,T:System.Data.SqlClient.SqlParameterCollection,,,,,"cmd.Parameters.AddWithValue(""@gid"", gameId);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BasketballScores.csproj,File,App_Code\Database.cs,246,16,P:System.Data.SqlClient.SqlCommand.Parameters,,,,,"cmd.Parameters.AddWithValue(""@gid"", gameId);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BasketballScores.csproj,File,App_Code\Database.cs,246,16,T:System.Data.SqlClient.SqlParameter,,,,,"cmd.Parameters.AddWithValue(""@gid"", gameId);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BasketballScores.csproj,File,App_Code\Database.cs,246,16,"M:System.Data.SqlClient.SqlParameterCollection.AddWithValue(System.String,System.Object)",,,,,"cmd.Parameters.AddWithValue(""@gid"", gameId);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,BasketballScores.csproj,File,App_Code\Database.cs,240,16,T:System.Data.SqlClient.SqlCommand,,,,,"var cmd = new SqlCommand(@""                      SELECT s.*, p.Name, p.JerseyNumber                      FROM PlayerGameStats s                      JOIN Players p ON s.PlayerId = p.Id                      WHERE s.GameId=@gid                      ORDER BY p.JerseyNumber"", conn);"
